codigo_postal,latitud,longitud,lat_cp,lon_cp,distancia_km
27000,-58.82131876128838,121.40624284744264,25.54410587,-103.4374945,14948.61320430926
27250,-62.14465521038706,122.62939453125,25.52327761,-103.4135488,14716.344140341376
25016,25.41907,100.92985,25.41668788,-100.92689,13894.151745741408
25016,25.41907,100.92985,25.41668788,-100.92689,13894.151745741408
25297,25.462855,100.948472,25.4515192,-100.9511326,13884.413668200636
27000,-68.64855644136614,145.54687500000003,25.54410587,-103.4374945,13487.18430140688
00000,27.788055555555,-103.8847222222,0.0,0.0,11370.449505134111
00000,27.021388888888,-103.7388888888,0.0,0.0,11365.730097200085
00000,27.580555555555,-103.8044444444,0.0,0.0,11365.22094572089
00000,25.289722222222,-103.5005555555,0.0,0.0,11362.52784785529
00000,25.289722222222,-103.5005555555,0.0,0.0,11362.52784785529
00000,25.289722222222,-103.5005555555,0.0,0.0,11362.52784785529
00000,25.28388792148812,-103.4997189036767,0.0,0.0,11362.51035154003
00000,25.2887423,-103.4993544,0.0,0.0,11362.4188325286
00000,25.2887,-103.499296,0.0,0.0,11362.413471538015
00000,25.313055555555,-103.4866666666,0.0,0.0,11360.87421318695
00000,27.994166666666,-103.8094444444,0.0,0.0,11360.474736658296
00000,27.994166666666,-103.8094444444,0.0,0.0,11360.474736658296
00000,25.297971,-103.47677,0.0,0.0,11360.055526001574
00000,25.298107,-103.476669,0.0,0.0,11360.043884580631
00000,25.3275,-103.4775,0.0,0.0,11359.79382606099
00000,25.3275,-103.4775,0.0,0.0,11359.79382606099
00000,27.288888888888,-103.7005555555,0.0,0.0,11358.666885079334
00000,27.288888888888,-103.7005555555,0.0,0.0,11358.666885079334
00000,27.288839444444,-103.6999386111,0.0,0.0,11358.606906802537
00000,26.689722222222,-103.6252777777,0.0,0.0,11358.55866757658
00000,26.689722222222,-103.6252777777,0.0,0.0,11358.55866757658
00000,26.689722222222,-103.6252777777,0.0,0.0,11358.55866757658
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.043055555555,-103.7911111111,0.0,0.0,11358.063828735876
00000,28.0419,-103.79,0.0,0.0,11357.970231662568
00000,25.528918,-103.4792299,0.0,0.0,11357.67382671937
00000,25.217222222222,-103.4427777777,0.0,0.0,11357.566997016273
00000,25.2159408,-103.4424561,0.0,0.0,11357.54923840855
00000,28.0400194444444,-103.784213888889,0.0,0.0,11357.430075419441
00000,25.5345409,-103.4759892,0.0,0.0,11357.286143428906
00000,25.53302,-103.474336,0.0,0.0,11357.138522964447
00000,25.5328274,-103.4734488,0.0,0.0,11357.052176371108
00000,25.538113333333,-103.4685244444,0.0,0.0,11356.500341028348
00000,27.2926888888889,-103.678738888889,0.0,0.0,11356.477428858016
00000,25.542762222222,-103.4665019444,0.0,0.0,11356.245406914673
00000,25.526175833333,-103.4641980555,0.0,0.0,11356.20481873675
00000,25.5388708,-103.4655789,0.0,0.0,11356.197725336468
00000,25.537531111111,-103.4626663888,0.0,0.0,11355.92234891555
00000,25.544448333333,-103.4633658333,0.0,0.0,11355.913181339038
00000,25.534778611111,-103.4621813888,0.0,0.0,11355.905361847153
00000,25.546213333333,-103.4624802777,0.0,0.0,11355.804654341375
00000,25.5440204,-103.4621656,0.0,0.0,11355.798289329754
00000,25.542834166666,-103.4619525,0.0,0.0,11355.790565655949
00000,25.5409638888889,-103.461502777778,0.0,0.0,11355.767035179073
00000,25.530982222222,-103.4603077777,0.0,0.0,11355.761688143724
00000,25.537980277777,-103.4609252777,0.0,0.0,11355.743456825321
00000,25.531154,-103.459468,0.0,0.0,11355.675912241977
00000,25.5369875,-103.4599136111,0.0,0.0,11355.653821240487
00000,25.538151944444,-103.4594869444,0.0,0.0,11355.597950220268
00000,25.540821944444,-103.4587911111,0.0,0.0,11355.498034419097
00000,25.542491,-103.457759,0.0,0.0,11355.375983082047
00000,25.542491,-103.457759,0.0,0.0,11355.375983082047
00000,25.549159166666,-103.4584611111,0.0,0.0,11355.369937502104
00000,25.538820555555,-103.4567211111,0.0,0.0,11355.314287582252
00000,25.5355805555556,-103.456197222222,0.0,0.0,11355.29896845565
00000,25.547389722222,-103.4575202777,0.0,0.0,11355.296247977705
00000,25.548549,-103.456721,0.0,0.0,11355.203253423408
00000,25.5370108,-103.4553495,0.0,0.0,11355.198046437039
00000,25.540482,-103.455411,0.0,0.0,11355.164581249059
00000,25.528461111111,-103.4537138888,0.0,0.0,11355.13231810443
00000,25.538277,-103.454608,0.0,0.0,11355.109598194595
00000,27.288,-103.663,0.0,0.0,11354.989508724882
00000,25.552648,-103.454795,0.0,0.0,11354.964269737113
00000,25.542061666666,-103.4530844444,0.0,0.0,11354.914371067565
00000,27.288333333333,-103.6622222222,0.0,0.0,11354.909016129415
00000,27.288333333333,-103.6622222222,0.0,0.0,11354.909016129415
00000,27.288333333333,-103.6622222222,0.0,0.0,11354.909016129415
00000,27.288333333333,-103.6622222222,0.0,0.0,11354.909016129415
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.5418,-103.453,0.0,0.0,11354.908928818491
00000,25.539800833333,-103.4527622222,0.0,0.0,11354.908004586223
00000,25.539766388888,-103.4517394444,0.0,0.0,11354.806323905052
00000,25.543111388888,-103.4521063888,0.0,0.0,11354.804787787725
00000,25.538476,-103.451483,0.0,0.0,11354.795448526258
00000,25.539514,-103.451059,0.0,0.0,11354.74129391123
00000,25.36943,-103.431585,0.0,0.0,11354.728823158403
00000,25.546596944444,-103.4512808333,0.0,0.0,11354.682636350055
00000,25.369298,-103.431081,0.0,0.0,11354.679942397599
00000,25.542671111111,-103.4507841666,0.0,0.0,11354.677855421909
00000,25.54365,-103.44974,0.0,0.0,11354.562484564754
00000,25.54365,-103.44974,0.0,0.0,11354.562484564754
00000,25.53825,-103.449039,0.0,0.0,11354.554110455088
00000,25.54308,-103.44949,0.0,0.0,11354.544036562986
00000,25.557186,-103.450879,0.0,0.0,11354.521709094592
00000,25.543051666666,-103.4491769444,0.0,0.0,11354.513117482777
00000,25.543283888888,-103.4490847222,0.0,0.0,11354.50126533877
00000,25.537000555555,-103.4472491666,0.0,0.0,11354.389726975767
00000,25.541674166666,-103.4472769444,0.0,0.0,11354.339209854803
00000,25.536876666666,-103.4466330555,0.0,0.0,11354.329649530222
00000,25.538055555555,-103.4462222222,0.0,0.0,11354.275207059449
00000,25.5445955,-103.4469619,0.0,0.0,11354.274455314218
00000,25.56352,-103.448315,0.0,0.0,11354.193577219961
00000,25.571505,-103.449226,0.0,0.0,11354.193323950227
00000,25.542743611111,-103.4452611111,0.0,0.0,11354.12583792963
00000,25.542743611111,-103.4452611111,0.0,0.0,11354.12583792963
00000,25.53779,-103.444476,0.0,0.0,11354.10395698966
00000,25.53779,-103.444476,0.0,0.0,11354.10395698966
00000,25.543261388888,-103.4449038888,0.0,0.0,11354.084284217208
00000,25.544155555555,-103.4449055555,0.0,0.0,11354.07425532176
00000,25.542954,-103.444642,0.0,0.0,11354.061652939521
00000,25.536224,-103.44372,0.0,0.0,11354.046355603416
00000,25.535912,-103.443508,0.0,0.0,11354.02875316605
00000,25.541153,-103.444081,0.0,0.0,11354.026198495822
00000,25.542608,-103.444184,0.0,0.0,11354.019890073565
00000,25.542608333333,-103.4441838888,0.0,0.0,11354.019875175683
00000,25.541109,-103.443926,0.0,0.0,11354.011231124165
00000,27.844166666666,-103.7236111111,0.0,0.0,11353.997253390296
00000,27.844166666666,-103.7236111111,0.0,0.0,11353.997253390296
00000,25.5444032,-103.4437412,0.0,0.0,11353.955232491302
00000,25.569982,-103.446541,0.0,0.0,11353.942817542997
00000,25.5662555555556,-103.445858333333,0.0,0.0,11353.917234035789
00000,25.575289,-103.446854,0.0,0.0,11353.91346464314
00000,25.546515,-103.443119,0.0,0.0,11353.86906193334
00000,25.550654,-103.443579,0.0,0.0,11353.867771593294
00000,25.561752777777,-103.4448030555,0.0,0.0,11353.863318302285
00000,25.565166666666,-103.4451388888,0.0,0.0,11353.85787494761
00000,25.546476,-103.442964,0.0,0.0,11353.854038326725
00000,25.549835833333,-103.4431991666,0.0,0.0,11353.839197080255
00000,25.545685,-103.442502,0.0,0.0,11353.816950949249
00000,25.563243611111,-103.4440694444,0.0,0.0,11353.773108396406
00000,25.53694,-103.44104,0.0,0.0,11353.770720954737
00000,25.572405833333,-103.4450433333,0.0,0.0,11353.765724378756
00000,25.53535,-103.440805,0.0,0.0,11353.765385519113
00000,25.544444,-103.441667,0.0,0.0,11353.747768255644
00000,25.544444,-103.441667,0.0,0.0,11353.747768255644
00000,25.544444,-103.441667,0.0,0.0,11353.747768255644
00000,25.544444,-103.441667,0.0,0.0,11353.747768255644
00000,25.544444,-103.441667,0.0,0.0,11353.747768255644
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
00000,25.544444444444,-103.4416666666,0.0,0.0,11353.747729916873
